destination,variant,routeCode,startTime,endTime,transitDay,transitDayNumber,vehicle Id,,,,,,,
Devachi Uruli To Hadapsar Gadital,DOWN,189,20:35:00,21:00:00,Normal,1234567,,,,,,,,
Devachi Uruli To Hadapsar Gadital,DOWN,189,20:55:00,21:20:00,Normal,1234567,,,,,,,,
Devachi Uruli To Hadapsar Gadital,DOWN,189,21:15:00,21:40:00,Normal,1234567,,,,,,,,
Devachi Uruli To Hadapsar Gadital,DOWN,189,21:25:00,21:50:00,Normal,1234567,,,,,,,,
Devachi Uruli To Hadapsar Gadital,DOWN,189,21:45:00,22:10:00,Normal,1234567,,,,,,,,
Devachi Uruli To Hadapsar Gadital,DOWN,189,22:05:00,22:30:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,05:30:00,05:55:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,05:50:00,06:15:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,06:00:00,06:25:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,06:15:00,06:40:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,06:25:00,06:50:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,06:40:00,07:05:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,06:55:00,07:20:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,07:05:00,07:30:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,07:15:00,07:40:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,07:25:00,07:50:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,07:35:00,08:00:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,07:45:00,08:10:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,07:55:00,08:20:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,08:10:00,08:35:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,08:25:00,08:50:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,08:40:00,09:05:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,08:50:00,09:15:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,09:00:00,09:25:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,09:25:00,09:50:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,09:40:00,10:05:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,09:50:00,10:15:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,10:05:00,10:30:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,10:25:00,10:50:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,10:40:00,11:05:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,11:00:00,11:25:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,11:20:00,11:45:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,11:35:00,12:00:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,11:45:00,12:10:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,11:55:00,12:20:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,12:10:00,12:35:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,12:20:00,12:45:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,12:35:00,13:00:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,12:45:00,13:10:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,12:55:00,13:20:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,13:10:00,13:35:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,13:30:00,13:55:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,14:00:00,14:25:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,14:20:00,14:45:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,14:40:00,15:05:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,14:50:00,15:15:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,15:05:00,15:30:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,15:15:00,15:40:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,15:25:00,15:50:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,15:35:00,16:00:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,15:45:00,16:10:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,16:00:00,16:25:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,16:10:00,16:35:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,16:20:00,16:45:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,16:35:00,17:00:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,16:45:00,17:10:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,17:00:00,17:25:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,17:10:00,17:35:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,17:20:00,17:45:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,17:35:00,18:00:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,17:45:00,18:10:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,18:00:00,18:25:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,18:10:00,18:35:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,18:20:00,18:45:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,18:35:00,19:00:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,18:45:00,19:10:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,19:00:00,19:25:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,19:10:00,19:35:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,19:20:00,19:45:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,19:35:00,20:00:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,20:00:00,20:25:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,20:15:00,20:40:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,20:40:00,21:05:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,20:50:00,21:15:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,21:00:00,21:25:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,21:10:00,21:35:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,21:20:00,21:45:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,21:30:00,21:55:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,21:40:00,22:05:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,21:50:00,22:15:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,22:10:00,22:35:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Fursungi,UP,190,22:30:00,22:55:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,05:50:00,06:15:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,06:15:00,06:40:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,06:25:00,06:50:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,06:40:00,07:05:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,06:50:00,07:15:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,07:10:00,07:35:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,07:20:00,07:45:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,07:30:00,07:55:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,07:40:00,08:05:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,07:50:00,08:15:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,08:00:00,08:25:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,08:10:00,08:35:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,08:20:00,08:45:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,08:35:00,09:00:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,08:55:00,09:20:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,09:10:00,09:35:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,09:20:00,09:45:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,09:35:00,10:00:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,09:55:00,10:20:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,10:10:00,10:35:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,10:20:00,10:45:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,10:35:00,11:00:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,10:50:00,11:15:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,11:10:00,11:35:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,11:25:00,11:50:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,11:50:00,12:15:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,12:05:00,12:30:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,12:15:00,12:40:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,12:25:00,12:50:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,12:40:00,13:05:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,12:50:00,13:15:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,13:05:00,13:30:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,13:15:00,13:40:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,13:25:00,13:50:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,13:40:00,14:05:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,14:00:00,14:25:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,14:25:00,14:50:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,14:45:00,15:10:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,15:05:00,15:30:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,15:15:00,15:40:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,15:30:00,15:55:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,15:40:00,16:05:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,15:50:00,16:15:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,16:05:00,16:30:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,16:15:00,16:40:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,16:30:00,16:55:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,16:40:00,17:05:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,16:50:00,17:15:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,17:05:00,17:30:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,17:15:00,17:40:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,17:30:00,17:55:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,17:40:00,18:05:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,17:50:00,18:15:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,18:05:00,18:30:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,18:15:00,18:40:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,18:30:00,18:55:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,18:40:00,19:05:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,18:50:00,19:15:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,19:05:00,19:30:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,19:15:00,19:40:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,19:30:00,19:55:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,19:40:00,20:05:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,19:50:00,20:15:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,20:05:00,20:30:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,20:25:00,20:50:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,20:45:00,21:10:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,21:05:00,21:30:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,21:15:00,21:40:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,21:25:00,21:50:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,21:34:00,21:59:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,21:45:00,22:10:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,21:55:00,22:20:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,22:05:00,22:30:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,22:15:00,22:40:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,22:35:00,23:00:00,Normal,1234567,,,,,,,,
Fursungi To Hadapsar Gadital,DOWN,190,22:55:00,23:20:00,Normal,1234567,,,,,,,,
Pune Station To Trinity College,UP,191,06:15:00,07:15:00,Normal,1234567,,,,,,,,
Pune Station To Trinity College,UP,191,08:00:00,09:00:00,Normal,1234567,,,,,,,,
Pune Station To Trinity College,UP,191,10:45:00,11:45:00,Normal,1234567,,,,,,,,
Pune Station To Trinity College,UP,191,15:35:00,16:35:00,Normal,1234567,,,,,,,,
Pune Station To Trinity College,UP,191,17:45:00,18:45:00,Normal,1234567,,,,,,,,
Pune Station To Trinity College,UP,191,19:45:00,20:45:00,Normal,1234567,,,,,,,,
Trinity College To Pune Station,DOWN,191,07:05:00,08:05:00,Normal,1234567,,,,,,,,
Trinity College To Pune Station,DOWN,191,09:00:00,10:00:00,Normal,1234567,,,,,,,,
Trinity College To Pune Station,DOWN,191,11:40:00,12:40:00,Normal,1234567,,,,,,,,
Trinity College To Pune Station,DOWN,191,16:35:00,17:35:00,Normal,1234567,,,,,,,,
Trinity College To Pune Station,DOWN,191,18:45:00,19:45:00,Normal,1234567,,, ,,,,,
Trinity College To Pune Station,DOWN,191,20:45:00,21:45:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,06:30:00,07:05:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,07:10:00,07:45:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,07:40:00,08:15:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,08:00:00,08:35:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,08:20:00,08:55:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,08:50:00,09:25:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,09:10:00,09:45:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,09:30:00,10:05:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,10:00:00,10:35:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,10:20:00,10:55:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,10:40:00,11:15:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,11:30:00,12:05:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,11:40:00,12:15:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,12:25:00,13:00:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,12:50:00,13:25:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,13:35:00,14:10:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,14:10:00,14:45:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,14:45:00,15:20:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,14:50:00,15:25:00,Normal,1234567,,, ,,,,,
Hadapsar Gadital To Undrigaon,UP,192,15:20:00,15:55:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,15:40:00,16:15:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,15:55:00,16:30:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,16:00:00,16:35:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,16:30:00,17:05:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,16:50:00,17:25:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,17:10:00,17:45:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,18:00:00,18:35:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,18:20:00,18:55:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,18:55:00,19:30:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,19:10:00,19:45:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Undrigaon,UP,192,19:30:00,20:05:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,UP,192,20:35:00,21:10:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,UP,192,21:20:00,21:55:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,07:05:00,07:40:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,07:45:00,08:20:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,08:15:00,08:50:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,08:35:00,09:10:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,08:55:00,09:30:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,09:25:00,10:00:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,09:45:00,10:20:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,10:05:00,10:40:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,10:35:00,11:10:00,Normal,1234567,, ,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,10:55:00,11:30:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,11:15:00,11:50:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,12:05:00,12:40:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,12:15:00,12:50:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,13:00:00,13:35:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,13:25:00,14:00:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,14:10:00,14:45:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,15:25:00,16:00:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,16:15:00,16:50:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,16:35:00,17:10:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,17:05:00,17:40:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,17:25:00,18:00:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,17:45:00,18:20:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,18:35:00,19:10:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,18:55:00,19:30:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,19:30:00,20:05:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,19:45:00,20:20:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,20:05:00,20:40:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,21:10:00,21:45:00,Normal,1234567,,,,,,,,
Undrigaon To Hadapsar Gadital,DOWN,192,21:50:00,22:25:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Uruli Kanchan,UP,193,05:30:00,06:25:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Uruli Kanchan,UP,193,07:10:00,08:05:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Uruli Kanchan,UP,193,09:05:00,10:00:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Uruli Kanchan,UP,193,11:30:00,12:25:00,Normal,1234567,,, ,,,,,
Hadapsar Gadital To Uruli Kanchan,UP,193,13:15:00,14:10:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Uruli Kanchan,UP,193,15:05:00,16:00:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Uruli Kanchan,UP,193,16:55:00,17:50:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Uruli Kanchan,UP,193,18:55:00,19:50:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Uruli Kanchan,UP,193,21:25:00,22:20:00,Normal,1234567,,,,,,,,
Uruli Kanchan To Hadapsar Gadital,DOWN,193,06:15:00,07:10:00,Normal,1234567,,,,,,,,
Uruli Kanchan To Hadapsar Gadital,DOWN,193,08:10:00,09:05:00,Normal,1234567,,,,,,,,
Uruli Kanchan To Hadapsar Gadital,DOWN,193,10:05:00,11:00:00,Normal,1234567,,,,,,,,
Uruli Kanchan To Hadapsar Gadital,DOWN,193,12:20:00,13:15:00,Normal,1234567,,,,,,,,
Uruli Kanchan To Hadapsar Gadital,DOWN,193,14:05:00,15:00:00,Normal,1234567,,,,,,,,
Uruli Kanchan To Hadapsar Gadital,DOWN,193,15:55:00,16:50:00,Normal,1234567,,,,,,,,
Uruli Kanchan To Hadapsar Gadital,DOWN,193,17:55:00,18:50:00,Normal,1234567,,,,,,,,
Uruli Kanchan To Hadapsar Gadital,DOWN,193,19:45:00,20:40:00,Normal,1234567,,,,,,,,
Uruli Kanchan To Hadapsar Gadital,DOWN,193,22:20:00,23:15:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,05:50:00,06:30:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,06:30:00,07:10:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,07:10:00,07:50:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,07:50:00,08:30:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,08:30:00,09:10:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,09:10:00,09:50:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,09:50:00,10:30:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,10:30:00,11:10:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,11:40:00,12:20:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,12:20:00,13:00:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,13:00:00,13:40:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,13:40:00,14:20:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,14:30:00,15:10:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,15:10:00,15:50:00,Normal,1234567,,, ,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,15:50:00,16:30:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,16:30:00,17:10:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,17:10:00,17:50:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,17:55:00,18:35:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,18:35:00,19:15:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,19:25:00,20:05:00,Normal,1234567,,,,,,,,
Hadapsar Gadital To Holkarwadi,UP,195,20:45:00,21:25:00,Normal,1234567,,,,,,,,
