destination,variant,routeCode,startTime,endTime,transitDay,transitDayNumber,vehicle Id,,,,,,,
Khandoba Mandir To Shivajinagar,UP,22,16:50:00,17:50:00,Normal,1234567,,,,,,,,
Khandoba Mandir To Shivajinagar,UP,22,17:05:00,18:05:00,Normal,1234567,,,,,,,,
Khandoba Mandir To Shivajinagar,UP,22,17:25:00,18:25:00,Normal,1234567,,,,,,,,
Khandoba Mandir To Shivajinagar,UP,22,17:45:00,18:45:00,Normal,1234567,,,,,,,,
Khandoba Mandir To Shivajinagar,UP,22,18:15:00,19:15:00,Normal,1234567,,,,,,,,
Khandoba Mandir To Shivajinagar,UP,22,18:30:00,19:30:00,Normal,1234567,,,,,,,,
Khandoba Mandir To Shivajinagar,UP,22,18:45:00,19:45:00,Normal,1234567,,,,,,,,
Khandoba Mandir To Shivajinagar,UP,22,19:05:00,20:05:00,Normal,1234567,,,,,,,,
Khandoba Mandir To Shivajinagar,UP,22,19:35:00,20:35:00,Normal,1234567,,,,,,,,
Khandoba Mandir To Shivajinagar,UP,22,19:55:00,20:55:00,Normal,1234567,,,, ,,,,
Khandoba Mandir To Shivajinagar,UP,22,20:15:00,21:15:00,Normal,1234567,,,,,,,,
Khandoba Mandir To Shivajinagar,UP,22,20:45:00,21:45:00,Normal,1234567,,,,,,,,
Khandoba Mandir To Shivajinagar,UP,22,21:15:00,22:15:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,07:00:00,08:00:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,07:30:00,08:30:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,08:00:00,09:00:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,08:20:00,09:20:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,08:40:00,09:40:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,09:00:00,10:00:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,09:10:00,10:10:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,09:30:00,10:30:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,09:50:00,10:50:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,10:00:00,11:00:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,10:20:00,11:20:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,10:40:00,11:40:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,11:10:00,12:10:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,11:30:00,12:30:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,11:50:00,12:50:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,12:05:00,13:05:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,12:40:00,13:40:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,13:00:00,14:00:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,13:20:00,14:20:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,13:40:00,14:40:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,14:25:00,15:25:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,15:00:00,16:00:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,15:35:00,16:35:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,16:00:00,17:00:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,16:25:00,17:25:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,16:40:00,17:40:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,17:00:00,18:00:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,17:15:00,18:15:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,17:35:00,18:35:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,17:45:00,18:45:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,18:05:00,19:05:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,18:25:00,19:25:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,18:45:00,19:45:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,19:15:00,20:15:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,19:35:00,20:35:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,19:45:00,20:45:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,20:05:00,21:05:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,20:40:00,21:40:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,21:00:00,22:00:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,21:20:00,22:20:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,21:50:00,22:50:00,Normal,1234567,,,,,,,,
Shivajinagar To Khandoba Mandir,DOWN,22,22:20:00,23:20:00,Normal,1234567,,,,,,,,
Upper Depot To Pune Station,UP,23,06:00:00,06:50:00,Normal,1234567,,,,,,,,
Upper Depot To Pune Station,UP,23,07:10:00,08:00:00,Normal,1234567,,,,,,,,
Upper Depot To Pune Station,UP,23,07:40:00,08:30:00,Normal,1234567,,,,,,,,
Upper Depot To Pune Station,UP,23,08:50:00,09:40:00,Normal,1234567,,,,,,,,
Upper Depot To Pune Station,UP,23,09:25:00,10:15:00,Normal,1234567,,,,,,,,
Upper Depot To Pune Station,UP,23,10:35:00,11:25:00,Normal,1234567,,,,,,,,
Upper Depot To Pune Station,UP,23,11:40:00,12:30:00,Normal,1234567,,,,,,,,
Upper Depot To Pune Station,UP,23,12:50:00,13:40:00,Normal,1234567,,,,,,,,
Upper Depot To Pune Station,UP,23,15:30:00,16:20:00,Normal,1234567,,,,,,,,
Upper Depot To Pune Station,UP,23,16:25:00,17:15:00,Normal,1234567,,,,,,,,
Upper Depot To Pune Station,UP,23,17:20:00,18:10:00,Normal,1234567,,,,,,,,
Upper Depot To Pune Station,UP,23,18:15:00,19:05:00,Normal,1234567,,,,,,,,
Upper Depot To Pune Station,UP,23,19:10:00,20:00:00,Normal,1234567,,,,,,,,
Upper Depot To Pune Station,UP,23,20:40:00,21:30:00,Normal,1234567,,,,,,,,
Upper Depot To Pune Station,UP,23,21:30:00,22:20:00,Normal,1234567,,,,,,,,
Upper Depot To Pune Station,UP,23,22:25:00,23:15:00,Normal,1234567,,,,,,,,
Pune Station To Upper Depot,DOWN,23,06:50:00,07:40:00,Normal,1234567,,,,,,,,
Pune Station To Upper Depot,DOWN,23,08:00:00,08:50:00,Normal,1234567,,,,,,,,
Pune Station To Upper Depot,DOWN,23,08:30:00,09:20:00,Normal,1234567,,,, ,,,,
Pune Station To Upper Depot,DOWN,23,09:40:00,10:30:00,Normal,1234567,,,,,,,,
Pune Station To Upper Depot,DOWN,23,10:15:00,11:05:00,Normal,1234567,,,,,,,,
Pune Station To Upper Depot,DOWN,23,11:25:00,12:15:00,Normal,1234567,,,,,,,,
Pune Station To Upper Depot,DOWN,23,12:30:00,13:20:00,Normal,1234567,,,,,,,,
Pune Station To Upper Depot,DOWN,23,13:40:00,14:30:00,Normal,1234567,,,,,,,,
Pune Station To Upper Depot,DOWN,23,16:25:00,17:15:00,Normal,1234567,,,,,,,,
Pune Station To Upper Depot,DOWN,23,17:20:00,18:10:00,Normal,1234567,,,,,,,,
Pune Station To Upper Depot,DOWN,23,18:15:00,19:05:00,Normal,1234567,,,,,,,,
Pune Station To Upper Depot,DOWN,23,19:10:00,20:00:00,Normal,1234567,,,,,,,,
Pune Station To Upper Depot,DOWN,23,20:05:00,20:55:00,Normal,1234567,,,,,,,,
Pune Station To Upper Depot,DOWN,23,21:30:00,22:20:00,Normal,1234567,,,,,,,,
Pune Station To Upper Depot,DOWN,23,22:30:00,23:20:00,Normal,1234567,,,,,,,,
Pune Station To Upper Depot,DOWN,23,23:20:00,00:10:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,05:30:00,06:35:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,05:50:00,06:55:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,06:10:00,07:15:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,06:30:00,07:35:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,06:50:00,07:55:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,07:10:00,08:15:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,07:20:00,08:25:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,07:30:00,08:35:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,07:40:00,08:45:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,07:50:00,08:55:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,08:00:00,09:05:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,08:10:00,09:15:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,08:20:00,09:25:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,08:30:00,09:35:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,08:40:00,09:45:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,08:50:00,09:55:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,09:00:00,10:05:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,09:10:00,10:15:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,09:20:00,10:25:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,09:30:00,10:35:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,09:40:00,10:45:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,09:50:00,10:55:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,10:00:00,11:05:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,10:10:00,11:15:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,10:20:00,11:25:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,10:30:00,11:35:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,10:40:00,11:45:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,10:50:00,11:55:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,11:00:00,12:05:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,11:10:00,12:15:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,11:20:00,12:25:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,11:30:00,12:35:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,11:40:00,12:45:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,11:50:00,12:55:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,12:10:00,13:15:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,12:30:00,13:35:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,12:55:00,14:00:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,13:15:00,14:20:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,13:35:00,14:40:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,13:55:00,15:00:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,14:15:00,15:20:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,14:35:00,15:40:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,14:55:00,16:00:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,15:05:00,16:10:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,15:15:00,16:20:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,15:25:00,16:30:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,15:35:00,16:40:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,15:45:00,16:50:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,15:55:00,17:00:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,16:00:00,17:05:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,16:05:00,17:10:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,16:15:00,17:20:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,16:25:00,17:30:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,16:35:00,17:40:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,16:45:00,17:50:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,16:55:00,18:00:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,17:05:00,18:10:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,17:15:00,18:20:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,17:25:00,18:30:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,17:35:00,18:40:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,17:45:00,18:50:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,17:55:00,19:00:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,18:05:00,19:10:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,18:15:00,19:20:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,18:25:00,19:30:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,18:35:00,19:40:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,18:45:00,19:50:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,18:55:00,20:00:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,19:05:00,20:10:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,19:15:00,20:20:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,19:25:00,20:30:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,19:45:00,20:50:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,20:05:00,21:10:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,20:25:00,21:30:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,20:50:00,21:55:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,21:20:00,22:25:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,21:40:00,22:45:00,Normal,1234567,,,,,,,,
Katraj To Maharashtra Housing Board Samtanagar,UP,24,22:00:00,23:05:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,06:35:00,07:40:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,06:55:00,08:00:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,07:15:00,08:20:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,07:35:00,08:40:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,07:55:00,09:00:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,08:15:00,09:20:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,08:25:00,09:30:00,Normal,1234567,,,,, ,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,08:35:00,09:40:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,08:50:00,09:55:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,09:00:00,10:05:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,09:10:00,10:15:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,09:20:00,10:25:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,09:30:00,10:35:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,09:40:00,10:45:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,09:50:00,10:55:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,10:00:00,11:05:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,10:10:00,11:15:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,10:20:00,11:25:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,10:30:00,11:35:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,10:40:00,11:45:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,11:00:00,12:05:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,11:20:00,12:25:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,11:40:00,12:45:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,11:50:00,12:55:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,12:00:00,13:05:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,12:10:00,13:15:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,12:20:00,13:25:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,12:30:00,13:35:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,12:40:00,13:45:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,12:50:00,13:55:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,13:00:00,14:05:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,13:10:00,14:15:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,13:20:00,14:25:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,13:30:00,14:35:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,13:40:00,14:45:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,13:50:00,14:55:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,14:00:00,15:05:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,14:20:00,15:25:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,14:40:00,15:45:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,15:00:00,16:05:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,15:20:00,16:25:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,15:40:00,16:45:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,16:00:00,17:05:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,16:10:00,17:15:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,16:20:00,17:25:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,16:30:00,17:35:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,16:40:00,17:45:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,16:50:00,17:55:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,17:00:00,18:05:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,17:05:00,18:10:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,17:15:00,18:20:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,17:25:00,18:30:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,17:35:00,18:40:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,17:45:00,18:50:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,17:55:00,19:00:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,18:05:00,19:10:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,18:15:00,19:20:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,18:25:00,19:30:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,18:35:00,19:40:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,18:45:00,19:50:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,18:55:00,20:00:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,19:15:00,20:20:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,19:25:00,20:30:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,19:35:00,20:40:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,20:05:00,21:10:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,20:15:00,21:20:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,20:25:00,21:30:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,20:35:00,21:40:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,20:45:00,21:50:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,20:55:00,22:00:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,21:05:00,22:10:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,21:25:00,22:30:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,21:45:00,22:50:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,21:55:00,23:00:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,22:05:00,23:10:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,22:20:00,23:25:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,22:40:00,23:45:00,Normal,1234567,,,,,,,,
Maharashtra Housing Board Samtanagar To Katraj,DOWN,24,23:00:00,00:05:00,Normal,1234567,,,,,,,,
Dhankawadi To Shivajinagar,UP,26,06:35:00,07:30:00,Normal,1234567,,,,,,,,
Dhankawadi To Shivajinagar,UP,26,07:30:00,08:25:00,Normal,1234567,,,,,,,,
Dhankawadi To Shivajinagar,UP,26,07:55:00,08:50:00,Normal,1234567,,,,,,,,
Dhankawadi To Shivajinagar,UP,26,08:20:00,09:15:00,Normal,1234567,,,,,,,,
Dhankawadi To Shivajinagar,UP,26,08:45:00,09:40:00,Normal,1234567,,,,,,,,
Dhankawadi To Shivajinagar,UP,26,09:15:00,10:10:00,Normal,1234567,,,,,,,,
Dhankawadi To Shivajinagar,UP,26,09:55:00,10:50:00,Normal,1234567,,,,,,,,
Dhankawadi To Shivajinagar,UP,26,10:20:00,11:15:00,Normal,1234567,,,,,,,,
Dhankawadi To Shivajinagar,UP,26,10:45:00,11:40:00,Normal,1234567,,,,,,,,
Dhankawadi To Shivajinagar,UP,26,11:15:00,12:10:00,Normal,1234567,,,,,,,,
Dhankawadi To Shivajinagar,UP,26,12:00:00,12:55:00,Normal,1234567,,,,,,,,
Dhankawadi To Shivajinagar,UP,26,12:45:00,13:40:00,Normal,1234567,,,,,,,,
Dhankawadi To Shivajinagar,UP,26,13:35:00,14:30:00,Normal,1234567,,,,,,,,
