SrNo,RouteId,TripId,StartTime,End Time
1,2-U,2-U-1,00:45:00,01:25:00
2,2-U,2-U-2,02:15:00,02:55:00
3,2-U,2-U-3,03:45:00,04:25:00
4,2-U,2-U-4,04:50:00,05:30:00
5,2-U,2-U-5,05:20:00,06:05:00
6,2-U,2-U-6,05:30:00,06:15:00
7,2-U,2-U-7,05:35:00,06:20:00
8,2-U,2-U-8,05:55:00,06:40:00
9,2-U,2-U-9,06:10:00,06:55:00
10,2-U,2-U-10,06:30:00,07:15:00
11,2-U,2-U-11,06:45:00,07:30:00
12,2-U,2-U-12,07:00:00,07:45:00
13,2-U,2-U-13,07:00:00,07:45:00
14,2-U,2-U-14,07:05:00,07:50:00
15,2-U,2-U-15,07:15:00,08:00:00
16,2-U,2-U-16,07:25:00,08:10:00
17,2-U,2-U-17,07:35:00,08:20:00
18,2-U,2-U-18,07:40:00,08:25:00
19,2-U,2-U-19,07:50:00,08:35:00
20,2-U,2-U-20,08:10:00,08:55:00
21,2-U,2-U-21,08:20:00,09:05:00
22,2-U,2-U-22,08:30:00,09:15:00
23,2-U,2-U-23,08:40:00,09:25:00
24,2-U,2-U-24,08:45:00,09:30:00
25,2-U,2-U-25,09:00:00,09:45:00
26,2-U,2-U-26,09:10:00,09:55:00
27,2-U,2-U-27,09:35:00,10:20:00
28,2-U,2-U-28,09:45:00,10:30:00
29,2-U,2-U-29,09:55:00,10:40:00
30,2-U,2-U-30,10:05:00,10:50:00
31,2-U,2-U-31,10:10:00,10:55:00
32,2-U,2-U-32,10:35:00,11:20:00
33,2-U,2-U-33,11:00:00,11:45:00
34,2-U,2-U-34,11:15:00,12:00:00
35,2-U,2-U-35,11:25:00,12:10:00
36,2-U,2-U-36,11:50:00,12:35:00
37,2-U,2-U-37,12:00:00,12:45:00
38,2-U,2-U-38,12:05:00,12:50:00
39,2-U,2-U-39,12:10:00,12:55:00
40,2-U,2-U-40,12:20:00,13:05:00
41,2-U,2-U-41,12:25:00,13:10:00
42,2-U,2-U-42,12:30:00,13:15:00
43,2-U,2-U-43,12:40:00,13:25:00
44,2-U,2-U-44,12:50:00,13:35:00
45,2-U,2-U-45,13:00:00,13:45:00
46,2-U,2-U-46,13:10:00,13:55:00
47,2-U,2-U-47,13:30:00,14:15:00
48,2-U,2-U-48,13:45:00,14:30:00
49,2-U,2-U-49,13:50:00,14:35:00
50,2-U,2-U-50,14:00:00,14:45:00
51,2-U,2-U-51,14:05:00,14:50:00
52,2-U,2-U-52,14:30:00,15:15:00
53,2-U,2-U-53,14:35:00,15:20:00
54,2-U,2-U-54,14:45:00,15:30:00
55,2-U,2-U-55,15:00:00,15:45:00
56,2-U,2-U-56,15:05:00,15:50:00
57,2-U,2-U-57,15:20:00,16:05:00
58,2-U,2-U-58,15:30:00,16:15:00
59,2-U,2-U-59,15:40:00,16:25:00
60,2-U,2-U-60,15:55:00,16:40:00
61,2-U,2-U-61,16:00:00,16:45:00
62,2-U,2-U-62,16:10:00,16:55:00
63,2-U,2-U-63,16:25:00,17:10:00
64,2-U,2-U-64,16:35:00,17:20:00
65,2-U,2-U-65,16:45:00,17:30:00
66,2-U,2-U-66,16:50:00,17:35:00
67,2-U,2-U-67,17:00:00,17:45:00
68,2-U,2-U-68,17:10:00,17:55:00
69,2-U,2-U-69,17:20:00,18:05:00
70,2-U,2-U-70,17:30:00,18:15:00
71,2-U,2-U-71,17:35:00,18:20:00
72,2-U,2-U-72,17:55:00,18:40:00
73,2-U,2-U-73,18:10:00,18:55:00
74,2-U,2-U-74,18:20:00,19:05:00
75,2-U,2-U-75,18:30:00,19:15:00
76,2-U,2-U-76,18:35:00,19:20:00
77,2-U,2-U-77,18:45:00,19:30:00
78,2-U,2-U-78,18:55:00,19:40:00
79,2-U,2-U-79,19:05:00,19:50:00
80,2-U,2-U-80,19:20:00,20:05:00
81,2-U,2-U-81,19:45:00,20:30:00
82,2-U,2-U-82,20:15:00,21:00:00
83,2-U,2-U-83,20:20:00,21:05:00
84,2-U,2-U-84,20:25:00,21:10:00
85,2-U,2-U-85,20:35:00,21:20:00
86,2-U,2-U-86,20:45:00,21:30:00
87,2-U,2-U-87,20:50:00,21:35:00
88,2-U,2-U-88,20:55:00,21:40:00
89,2-U,2-U-89,21:00:00,21:45:00
90,2-U,2-U-90,21:10:00,21:55:00
91,2-U,2-U-91,21:20:00,22:05:00
92,2-U,2-U-92,21:30:00,22:15:00
93,2-U,2-U-93,21:40:00,22:25:00
94,2-U,2-U-94,21:55:00,22:40:00
95,2-U,2-U-95,22:10:00,22:55:00
96,2-U,2-U-96,22:30:00,23:15:00
97,2-U,2-U-97,22:45:00,23:30:00
98,2-U,2-U-98,23:05:00,23:50:00
99,2-U,2-U-99,23:25:00,00:10:00
100,2-U,2-U-100,23:30:00,00:15:00
101,2-D,2-D-1,00:10:00,00:50:00
102,2-D,2-D-2,01:20:00,02:00:00
103,2-D,2-D-3,02:45:00,03:25:00
104,2-D,2-D-4,04:20:00,05:00:00
105,2-D,2-D-5,05:20:00,06:00:00
106,2-D,2-D-6,06:10:00,06:55:00
107,2-D,2-D-7,06:35:00,07:20:00
108,2-D,2-D-8,06:50:00,07:35:00
109,2-D,2-D-9,07:00:00,07:45:00
110,2-D,2-D-10,07:15:00,08:00:00
111,2-D,2-D-11,07:35:00,08:20:00
112,2-D,2-D-12,07:44:00,08:29:00
113,2-D,2-D-13,07:45:00,08:30:00
114,2-D,2-D-14,07:50:00,08:35:00
115,2-D,2-D-15,08:05:00,08:50:00
116,2-D,2-D-16,08:15:00,09:00:00
117,2-D,2-D-17,08:30:00,09:15:00
118,2-D,2-D-18,08:35:00,09:20:00
119,2-D,2-D-19,09:00:00,09:45:00
120,2-D,2-D-20,09:10:00,09:55:00
121,2-D,2-D-21,09:20:00,10:05:00
122,2-D,2-D-22,09:40:00,10:25:00
123,2-D,2-D-23,09:45:00,10:30:00
124,2-D,2-D-24,10:00:00,10:45:00
125,2-D,2-D-25,10:05:00,10:50:00
126,2-D,2-D-26,10:25:00,11:10:00
127,2-D,2-D-27,10:45:00,11:30:00
128,2-D,2-D-28,10:50:00,11:35:00
129,2-D,2-D-29,11:05:00,11:50:00
130,2-D,2-D-30,11:10:00,11:55:00
131,2-D,2-D-31,11:30:00,12:15:00
132,2-D,2-D-32,11:44:00,12:29:00
133,2-D,2-D-33,12:00:00,12:45:00
134,2-D,2-D-34,12:10:00,12:55:00
135,2-D,2-D-35,12:40:00,13:25:00
136,2-D,2-D-36,12:45:00,13:30:00
137,2-D,2-D-37,12:55:00,13:40:00
138,2-D,2-D-38,13:00:00,13:45:00
139,2-D,2-D-39,13:05:00,13:50:00
140,2-D,2-D-40,13:10:00,13:55:00
141,2-D,2-D-41,13:15:00,14:00:00
142,2-D,2-D-42,13:20:00,14:05:00
143,2-D,2-D-43,13:25:00,14:10:00
144,2-D,2-D-44,13:40:00,14:25:00
145,2-D,2-D-45,13:45:00,14:30:00
146,2-D,2-D-46,13:50:00,14:35:00
147,2-D,2-D-47,14:05:00,14:50:00
148,2-D,2-D-48,14:20:00,15:05:00
149,2-D,2-D-49,14:35:00,15:20:00
150,2-D,2-D-50,14:45:00,15:30:00
151,2-D,2-D-51,14:45:00,15:30:00
152,2-D,2-D-52,14:50:00,15:35:00
153,2-D,2-D-53,15:00:00,15:45:00
154,2-D,2-D-54,15:15:00,16:00:00
155,2-D,2-D-55,15:20:00,16:05:00
156,2-D,2-D-56,15:35:00,16:20:00
157,2-D,2-D-57,15:45:00,16:30:00
158,2-D,2-D-58,15:50:00,16:35:00
159,2-D,2-D-59,16:10:00,16:55:00
160,2-D,2-D-60,16:25:00,17:10:00
161,2-D,2-D-61,16:45:00,17:30:00
162,2-D,2-D-62,17:05:00,17:50:00
163,2-D,2-D-63,17:15:00,18:00:00
164,2-D,2-D-64,17:25:00,18:10:00
165,2-D,2-D-65,17:40:00,18:25:00
166,2-D,2-D-66,17:45:00,18:30:00
167,2-D,2-D-67,17:55:00,18:40:00
168,2-D,2-D-68,18:05:00,18:50:00
169,2-D,2-D-69,18:15:00,19:00:00
170,2-D,2-D-70,18:25:00,19:10:00
171,2-D,2-D-71,18:30:00,19:15:00
172,2-D,2-D-72,18:50:00,19:35:00
173,2-D,2-D-73,18:55:00,19:40:00
174,2-D,2-D-74,19:00:00,19:45:00
175,2-D,2-D-75,19:10:00,19:55:00
176,2-D,2-D-76,19:15:00,20:00:00
177,2-D,2-D-77,19:20:00,20:05:00
178,2-D,2-D-78,19:25:00,20:10:00
179,2-D,2-D-79,19:30:00,20:15:00
180,2-D,2-D-80,19:35:00,20:20:00
181,2-D,2-D-81,19:40:00,20:25:00
182,2-D,2-D-82,19:50:00,20:35:00
183,2-D,2-D-83,20:05:00,20:50:00
184,2-D,2-D-84,20:15:00,21:00:00
185,2-D,2-D-85,20:20:00,21:05:00
186,2-D,2-D-86,20:40:00,21:25:00
187,2-D,2-D-87,21:05:00,21:50:00
188,2-D,2-D-88,21:10:00,21:55:00
189,2-D,2-D-89,21:15:00,22:00:00
190,2-D,2-D-90,21:25:00,22:10:00
191,2-D,2-D-91,21:35:00,22:20:00
192,2-D,2-D-92,21:40:00,22:25:00
193,2-D,2-D-93,21:45:00,22:30:00
194,2-D,2-D-94,21:50:00,22:35:00
195,2-D,2-D-95,22:00:00,22:45:00
196,2-D,2-D-96,22:00:00,22:45:00
197,2-D,2-D-97,22:15:00,23:00:00
198,2-D,2-D-98,22:25:00,23:10:00
199,2-D,2-D-99,22:30:00,23:15:00
200,2-D,2-D-100,22:40:00,23:25:00
201,2-D,2-D-101,22:45:00,23:30:00
202,2-D,2-D-102,22:55:00,23:40:00
203,2-D,2-D-103,23:05:00,23:50:00
204,2-D,2-D-104,23:15:00,00:00:00
205,2-D,2-D-105,23:35:00,00:20:00
206,2-D,2-D-106,23:55:00,00:40:00
207,3-U,3-U-1,06:00:00,06:40:00
208,3-U,3-U-2,07:50:00,08:30:00
209,3-U,3-U-3,09:10:00,09:55:00
210,3-U,3-U-4,10:40:00,11:25:00
211,3-U,3-U-5,12:10:00,12:55:00
212,3-U,3-U-6,14:30:00,15:10:00
213,3-U,3-U-7,15:50:00,16:30:00
214,3-U,3-U-8,17:15:00,18:00:00
215,3-U,3-U-9,18:45:00,19:30:00
216,3-U,3-U-10,20:45:00,21:25:00
217,3-D,3-D-1,06:40:00,07:20:00
218,3-D,3-D-2,08:30:00,09:10:00
219,3-D,3-D-3,09:55:00,10:35:00
220,3-D,3-D-4,11:25:00,12:05:00
221,3-D,3-D-5,12:55:00,13:35:00
222,3-D,3-D-6,15:10:00,15:50:00
223,3-D,3-D-7,16:30:00,17:10:00
224,3-D,3-D-8,18:00:00,18:40:00
225,3-D,3-D-9,19:30:00,20:10:00
226,3-D,3-D-10,21:25:00,22:05:00
227,5-U,5-U-1,05:55:00,06:20:00
228,5-U,5-U-2,06:05:00,06:30:00
229,5-U,5-U-3,06:15:00,06:40:00
230,5-U,5-U-4,06:20:00,06:45:00
231,5-U,5-U-5,06:30:00,06:55:00
232,5-U,5-U-6,06:40:00,07:05:00
233,5-U,5-U-7,06:45:00,07:10:00
234,5-U,5-U-8,06:50:00,07:15:00
235,5-U,5-U-9,06:55:00,07:20:00
236,5-U,5-U-10,07:00:00,07:25:00
237,5-U,5-U-11,07:05:00,07:30:00
238,5-U,5-U-12,07:10:00,07:35:00
239,5-U,5-U-13,07:15:00,07:40:00
240,5-U,5-U-14,07:20:00,07:45:00
241,5-U,5-U-15,07:25:00,07:50:00
242,5-U,5-U-16,07:30:00,07:55:00
243,5-U,5-U-17,07:35:00,08:00:00
244,5-U,5-U-18,07:40:00,08:05:00
245,5-U,5-U-19,07:45:00,08:10:00
246,5-U,5-U-20,07:50:00,08:15:00
247,5-U,5-U-21,07:55:00,08:20:00
248,5-U,5-U-22,08:00:00,08:25:00
249,5-U,5-U-23,08:05:00,08:30:00
250,5-U,5-U-24,08:10:00,08:35:00
251,5-U,5-U-25,08:15:00,08:40:00
252,5-U,5-U-26,08:20:00,08:45:00
253,5-U,5-U-27,08:25:00,08:50:00
254,5-U,5-U-28,08:30:00,08:55:00
255,5-U,5-U-29,08:35:00,09:00:00
256,5-U,5-U-30,08:40:00,09:05:00
257,5-U,5-U-31,08:45:00,09:10:00
258,5-U,5-U-32,08:50:00,09:15:00
259,5-U,5-U-33,08:55:00,09:20:00
260,5-U,5-U-34,09:00:00,09:25:00
261,5-U,5-U-35,09:05:00,09:30:00
262,5-U,5-U-36,09:10:00,09:35:00
263,5-U,5-U-37,09:15:00,09:40:00
264,5-U,5-U-38,09:20:00,09:45:00
265,5-U,5-U-39,09:25:00,09:50:00
266,5-U,5-U-40,09:30:00,09:55:00
267,5-U,5-U-41,09:35:00,10:00:00
268,5-U,5-U-42,09:40:00,10:05:00
269,5-U,5-U-43,09:45:00,10:10:00
270,5-U,5-U-44,09:50:00,10:15:00
271,5-U,5-U-45,09:55:00,10:20:00
272,5-U,5-U-46,10:00:00,10:25:00
273,5-U,5-U-47,10:05:00,10:30:00
274,5-U,5-U-48,10:10:00,10:35:00
275,5-U,5-U-49,10:15:00,10:40:00
276,5-U,5-U-50,10:20:00,10:45:00
277,5-U,5-U-51,10:25:00,10:50:00
278,5-U,5-U-52,10:30:00,10:55:00
279,5-U,5-U-53,10:40:00,11:05:00
280,5-U,5-U-54,10:50:00,11:15:00
281,5-U,5-U-55,11:05:00,11:30:00
282,5-U,5-U-56,11:15:00,11:40:00
283,5-U,5-U-57,11:25:00,11:50:00
284,5-U,5-U-58,11:30:00,11:55:00
285,5-U,5-U-59,11:35:00,12:00:00
286,5-U,5-U-60,11:40:00,12:05:00
287,5-U,5-U-61,11:45:00,12:10:00
288,5-U,5-U-62,11:50:00,12:15:00
289,5-U,5-U-63,11:55:00,12:20:00
290,5-U,5-U-64,12:00:00,12:25:00
291,5-U,5-U-65,12:05:00,12:30:00
292,5-U,5-U-66,12:10:00,12:35:00
293,5-U,5-U-67,12:15:00,12:40:00
294,5-U,5-U-68,12:20:00,12:45:00
295,5-U,5-U-69,12:25:00,12:50:00
296,5-U,5-U-70,12:30:00,12:55:00
297,5-U,5-U-71,12:35:00,13:00:00
298,5-U,5-U-72,12:40:00,13:05:00
299,5-U,5-U-73,12:45:00,13:10:00
300,5-U,5-U-74,12:50:00,13:15:00
301,5-U,5-U-75,12:55:00,13:20:00
302,5-U,5-U-76,13:00:00,13:25:00
303,5-U,5-U-77,13:10:00,13:35:00
304,5-U,5-U-78,13:20:00,13:45:00
305,5-U,5-U-79,13:30:00,13:55:00
306,5-U,5-U-80,13:35:00,14:00:00
307,5-U,5-U-81,13:40:00,14:05:00
308,5-U,5-U-82,13:45:00,14:10:00
309,5-U,5-U-83,13:50:00,14:15:00
310,5-U,5-U-84,13:55:00,14:20:00
311,5-U,5-U-85,14:05:00,14:30:00
312,5-U,5-U-86,14:15:00,14:40:00
313,5-U,5-U-87,14:20:00,14:45:00
314,5-U,5-U-88,14:25:00,14:50:00
315,5-U,5-U-89,14:30:00,14:55:00
316,5-U,5-U-90,14:30:00,14:55:00
317,5-U,5-U-91,14:35:00,15:00:00
318,5-U,5-U-92,14:40:00,15:05:00
319,5-U,5-U-93,14:45:00,15:10:00
320,5-U,5-U-94,14:50:00,15:15:00
321,5-U,5-U-95,14:55:00,15:20:00
322,5-U,5-U-96,15:00:00,15:25:00
323,5-U,5-U-97,15:05:00,15:30:00
324,5-U,5-U-98,15:10:00,15:35:00
325,5-U,5-U-99,15:15:00,15:40:00
326,5-U,5-U-100,15:20:00,15:45:00
327,5-U,5-U-101,15:25:00,15:50:00
328,5-U,5-U-102,15:30:00,15:55:00
329,5-U,5-U-103,15:35:00,16:00:00
330,5-U,5-U-104,15:40:00,16:05:00
331,5-U,5-U-105,15:45:00,16:10:00
332,5-U,5-U-106,15:50:00,16:15:00
333,5-U,5-U-107,15:55:00,16:20:00
334,5-U,5-U-108,16:05:00,16:30:00
335,5-U,5-U-109,16:10:00,16:35:00
336,5-U,5-U-110,16:15:00,16:40:00
337,5-U,5-U-111,16:20:00,16:45:00
338,5-U,5-U-112,16:25:00,16:50:00
339,5-U,5-U-113,16:35:00,17:00:00
340,5-U,5-U-114,16:40:00,17:05:00
341,5-U,5-U-115,16:45:00,17:10:00
342,5-U,5-U-116,16:50:00,17:15:00
343,5-U,5-U-117,16:55:00,17:20:00
344,5-U,5-U-118,17:05:00,17:30:00
345,5-U,5-U-119,17:10:00,17:35:00
346,5-U,5-U-120,17:15:00,17:40:00
347,5-U,5-U-121,17:20:00,17:45:00
348,5-U,5-U-122,17:25:00,17:50:00
349,5-U,5-U-123,17:35:00,18:00:00
350,5-U,5-U-124,17:40:00,18:05:00
351,5-U,5-U-125,17:45:00,18:10:00
352,5-U,5-U-126,17:45:00,18:10:00
353,5-U,5-U-127,17:50:00,18:15:00
354,5-U,5-U-128,17:55:00,18:20:00
355,5-U,5-U-129,18:05:00,18:30:00
356,5-U,5-U-130,18:10:00,18:35:00
357,5-U,5-U-131,18:15:00,18:40:00
358,5-U,5-U-132,18:20:00,18:45:00
359,5-U,5-U-133,18:25:00,18:50:00
360,5-U,5-U-134,18:35:00,19:00:00
361,5-U,5-U-135,18:45:00,19:10:00
362,5-U,5-U-136,18:55:00,19:20:00
363,5-U,5-U-137,19:10:00,19:35:00
364,5-U,5-U-138,19:20:00,19:45:00
365,5-U,5-U-139,19:30:00,19:55:00
366,5-U,5-U-140,19:40:00,20:05:00
367,5-U,5-U-141,19:45:00,20:10:00
368,5-U,5-U-142,19:50:00,20:15:00
369,5-U,5-U-143,19:55:00,20:20:00
370,5-U,5-U-144,20:05:00,20:30:00
371,5-U,5-U-145,20:10:00,20:35:00
372,5-U,5-U-146,20:15:00,20:40:00
373,5-U,5-U-147,20:20:00,20:45:00
374,5-U,5-U-148,20:25:00,20:50:00
375,5-U,5-U-149,20:35:00,21:00:00
376,5-U,5-U-150,20:40:00,21:05:00
377,5-U,5-U-151,20:45:00,21:10:00
378,5-U,5-U-152,20:50:00,21:15:00
379,5-U,5-U-153,20:55:00,21:20:00
380,5-U,5-U-154,21:05:00,21:30:00
381,5-U,5-U-155,21:10:00,21:35:00
382,5-U,5-U-156,21:15:00,21:40:00
383,5-U,5-U-157,21:20:00,21:45:00
384,5-U,5-U-158,21:25:00,21:50:00
385,5-U,5-U-159,21:40:00,22:05:00
386,5-U,5-U-160,21:50:00,22:15:00
387,5-U,5-U-161,22:10:00,22:35:00
388,5-U,5-U-162,22:20:00,22:45:00
389,5-D,5-D-1,05:55:00,06:20:00
390,5-D,5-D-2,06:05:00,06:30:00
391,5-D,5-D-3,06:15:00,06:40:00
392,5-D,5-D-4,06:20:00,06:45:00
393,5-D,5-D-5,06:30:00,06:55:00
394,5-D,5-D-6,06:40:00,07:05:00
395,5-D,5-D-7,06:45:00,07:10:00
396,5-D,5-D-8,06:50:00,07:15:00
397,5-D,5-D-9,06:55:00,07:20:00
398,5-D,5-D-10,07:00:00,07:25:00
399,5-D,5-D-11,07:05:00,07:30:00
400,5-D,5-D-12,07:10:00,07:35:00
401,5-D,5-D-13,07:10:00,07:35:00
402,5-D,5-D-14,07:15:00,07:40:00
403,5-D,5-D-15,07:25:00,07:50:00
404,5-D,5-D-16,07:30:00,07:55:00
405,5-D,5-D-17,07:35:00,08:00:00
406,5-D,5-D-18,07:40:00,08:05:00
407,5-D,5-D-19,07:45:00,08:10:00
408,5-D,5-D-20,07:50:00,08:15:00
409,5-D,5-D-21,07:55:00,08:20:00
410,5-D,5-D-22,08:00:00,08:25:00
411,5-D,5-D-23,08:05:00,08:30:00
412,5-D,5-D-24,08:10:00,08:35:00
413,5-D,5-D-25,08:15:00,08:40:00
414,5-D,5-D-26,08:20:00,08:45:00
415,5-D,5-D-27,08:25:00,08:50:00
416,5-D,5-D-28,08:30:00,08:55:00
417,5-D,5-D-29,08:35:00,09:00:00
418,5-D,5-D-30,08:40:00,09:05:00
419,5-D,5-D-31,08:45:00,09:10:00
420,5-D,5-D-32,08:50:00,09:15:00
421,5-D,5-D-33,08:55:00,09:20:00
422,5-D,5-D-34,09:00:00,09:25:00
423,5-D,5-D-35,09:05:00,09:30:00
424,5-D,5-D-36,09:10:00,09:35:00
425,5-D,5-D-37,09:15:00,09:40:00
426,5-D,5-D-38,09:20:00,09:45:00
427,5-D,5-D-39,09:25:00,09:50:00
428,5-D,5-D-40,09:30:00,09:55:00
429,5-D,5-D-41,09:35:00,10:00:00
430,5-D,5-D-42,09:40:00,10:05:00
431,5-D,5-D-43,09:45:00,10:10:00
432,5-D,5-D-44,09:50:00,10:15:00
433,5-D,5-D-45,09:55:00,10:20:00
434,5-D,5-D-46,10:00:00,10:25:00
435,5-D,5-D-47,10:00:00,10:25:00
436,5-D,5-D-48,10:05:00,10:30:00
437,5-D,5-D-49,10:10:00,10:35:00
438,5-D,5-D-50,10:15:00,10:40:00
439,5-D,5-D-51,10:20:00,10:45:00
440,5-D,5-D-52,10:25:00,10:50:00
441,5-D,5-D-53,10:30:00,10:55:00
442,5-D,5-D-54,10:35:00,11:00:00
443,5-D,5-D-55,10:40:00,11:05:00
444,5-D,5-D-56,10:45:00,11:10:00
445,5-D,5-D-57,10:50:00,11:15:00
446,5-D,5-D-58,10:55:00,11:20:00
447,5-D,5-D-59,11:05:00,11:30:00
448,5-D,5-D-60,11:15:00,11:40:00
449,5-D,5-D-61,11:30:00,11:55:00
450,5-D,5-D-62,11:40:00,12:05:00
451,5-D,5-D-63,11:50:00,12:15:00
452,5-D,5-D-64,11:55:00,12:20:00
453,5-D,5-D-65,12:00:00,12:25:00
454,5-D,5-D-66,12:05:00,12:30:00
455,5-D,5-D-67,12:10:00,12:35:00
456,5-D,5-D-68,12:15:00,12:40:00
457,5-D,5-D-69,12:20:00,12:45:00
458,5-D,5-D-70,12:25:00,12:50:00
459,5-D,5-D-71,12:30:00,12:55:00
460,5-D,5-D-72,12:35:00,13:00:00
461,5-D,5-D-73,12:40:00,13:05:00
462,5-D,5-D-74,12:45:00,13:10:00
463,5-D,5-D-75,12:50:00,13:15:00
464,5-D,5-D-76,12:55:00,13:20:00
465,5-D,5-D-77,13:00:00,13:25:00
466,5-D,5-D-78,13:10:00,13:35:00
467,5-D,5-D-79,13:20:00,13:45:00
468,5-D,5-D-80,13:30:00,13:55:00
469,5-D,5-D-81,13:35:00,14:00:00
470,5-D,5-D-82,13:40:00,14:05:00
471,5-D,5-D-83,13:45:00,14:10:00
472,5-D,5-D-84,13:50:00,14:15:00
473,5-D,5-D-85,13:55:00,14:20:00
474,5-D,5-D-86,14:00:00,14:25:00
475,5-D,5-D-87,14:05:00,14:30:00
476,5-D,5-D-88,14:15:00,14:40:00
477,5-D,5-D-89,14:20:00,14:45:00
478,5-D,5-D-90,14:25:00,14:50:00
479,5-D,5-D-91,14:30:00,14:55:00
480,5-D,5-D-92,14:35:00,15:00:00
481,5-D,5-D-93,14:40:00,15:05:00
482,5-D,5-D-94,14:45:00,15:10:00
483,5-D,5-D-95,14:50:00,15:15:00
484,5-D,5-D-96,14:55:00,15:20:00
485,5-D,5-D-97,15:00:00,15:25:00
486,5-D,5-D-98,15:05:00,15:30:00
487,5-D,5-D-99,15:10:00,15:35:00
488,5-D,5-D-100,15:15:00,15:40:00
489,5-D,5-D-101,15:20:00,15:45:00
490,5-D,5-D-102,15:25:00,15:50:00
491,5-D,5-D-103,15:30:00,15:55:00
492,5-D,5-D-104,15:35:00,16:00:00
493,5-D,5-D-105,15:40:00,16:05:00
494,5-D,5-D-106,15:45:00,16:10:00
495,5-D,5-D-107,15:50:00,16:15:00
496,5-D,5-D-108,15:55:00,16:20:00
497,5-D,5-D-109,16:05:00,16:30:00
498,5-D,5-D-110,16:10:00,16:35:00
499,5-D,5-D-111,16:15:00,16:40:00
500,5-D,5-D-112,16:20:00,16:45:00
501,5-D,5-D-113,16:25:00,16:50:00
502,5-D,5-D-114,16:35:00,17:00:00
503,5-D,5-D-115,16:40:00,17:05:00
504,5-D,5-D-116,16:45:00,17:10:00
505,5-D,5-D-117,16:50:00,17:15:00
506,5-D,5-D-118,16:55:00,17:20:00
507,5-D,5-D-119,17:05:00,17:30:00
508,5-D,5-D-120,17:10:00,17:35:00
509,5-D,5-D-121,17:15:00,17:40:00
510,5-D,5-D-122,17:20:00,17:45:00
511,5-D,5-D-123,17:25:00,17:50:00
512,5-D,5-D-124,17:35:00,18:00:00
513,5-D,5-D-125,17:40:00,18:05:00
514,5-D,5-D-126,17:45:00,18:10:00
515,5-D,5-D-127,17:50:00,18:15:00
516,5-D,5-D-128,17:55:00,18:20:00
517,5-D,5-D-129,18:05:00,18:30:00
518,5-D,5-D-130,18:10:00,18:35:00
519,5-D,5-D-131,18:15:00,18:40:00
520,5-D,5-D-132,18:20:00,18:45:00
521,5-D,5-D-133,18:25:00,18:50:00
522,5-D,5-D-134,18:35:00,19:00:00
523,5-D,5-D-135,18:40:00,19:05:00
524,5-D,5-D-136,18:45:00,19:10:00
525,5-D,5-D-137,18:50:00,19:15:00
526,5-D,5-D-138,18:55:00,19:20:00
527,5-D,5-D-139,19:05:00,19:30:00
528,5-D,5-D-140,19:15:00,19:40:00
529,5-D,5-D-141,19:25:00,19:50:00
530,5-D,5-D-142,19:40:00,20:05:00
531,5-D,5-D-143,19:50:00,20:15:00
532,5-D,5-D-144,20:05:00,20:30:00
533,5-D,5-D-145,20:10:00,20:35:00
534,5-D,5-D-146,20:15:00,20:40:00
535,5-D,5-D-147,20:20:00,20:45:00
536,5-D,5-D-148,20:25:00,20:50:00
537,5-D,5-D-149,20:35:00,21:00:00
538,5-D,5-D-150,20:40:00,21:05:00
539,5-D,5-D-151,20:45:00,21:10:00
540,5-D,5-D-152,20:50:00,21:15:00
541,5-D,5-D-153,20:55:00,21:20:00
542,5-D,5-D-154,21:05:00,21:30:00
543,5-D,5-D-155,21:10:00,21:35:00
544,5-D,5-D-156,21:15:00,21:40:00
545,5-D,5-D-157,21:20:00,21:45:00
546,5-D,5-D-158,21:25:00,21:50:00
547,5-D,5-D-159,21:40:00,22:05:00
548,5-D,5-D-160,21:50:00,22:15:00
549,5-D,5-D-161,22:10:00,22:35:00
550,5-D,5-D-162,22:20:00,22:45:00
551,7-U,7-U-1,07:45:00,09:00:00
552,7-U,7-U-2,08:30:00,09:45:00
553,7-U,7-U-3,09:30:00,10:45:00
554,7-U,7-U-4,10:25:00,11:40:00
555,7-U,7-U-5,11:10:00,12:25:00
556,7-U,7-U-6,12:10:00,13:25:00
557,7-U,7-U-7,13:30:00,14:45:00
558,7-U,7-U-8,14:15:00,15:30:00
559,7-U,7-U-9,15:10:00,16:25:00
560,7-U,7-U-10,16:10:00,17:25:00
561,7-U,7-U-11,17:00:00,18:15:00
562,7-U,7-U-12,17:50:00,19:05:00
563,7-U,7-U-13,18:55:00,20:10:00
564,7-U,7-U-14,19:45:00,21:00:00
565,7-U,7-U-15,21:15:00,22:30:00
566,7-D,7-D-1,06:30:00,07:45:00
567,7-D,7-D-2,07:15:00,08:30:00
568,7-D,7-D-3,08:10:00,09:25:00
569,7-D,7-D-4,09:05:00,10:20:00
570,7-D,7-D-5,09:50:00,11:05:00
571,7-D,7-D-6,10:50:00,12:05:00
572,7-D,7-D-7,12:15:00,13:30:00
573,7-D,7-D-8,13:00:00,14:15:00
574,7-D,7-D-9,13:55:00,15:10:00
575,7-D,7-D-10,14:50:00,16:05:00
576,7-D,7-D-11,15:40:00,16:55:00
577,7-D,7-D-12,16:30:00,17:45:00
578,7-D,7-D-13,17:30:00,18:45:00
579,7-D,7-D-14,18:25:00,19:40:00
580,7-D,7-D-15,19:15:00,20:30:00
581,8-U,8-U-1,06:50:00,07:35:00
582,8-U,8-U-2,08:25:00,09:10:00
